iso3,country_name_standard,dashboard_name,wb_region,wb_income,year,awp_usd_per_m3,cawp_pct,tawp_pct,VETb_m3,vetb_Mm3,gva_agriculture_usd,cr_value,cr_source,irr_area_ha,ETb_annual_mm,AETI_annual_mm,quality_flag
MHL,Marshall Islands,Marshall Islands,East Asia & Pacific,Upper middle income,2025,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MKD,North Macedonia,North Macedonia,Europe & Central Asia,Upper middle income,2018,31.284855,,0.0,7554690.915502688,7.555,1074306407.48667,0.78,REGIONAL_DEFAULT,83295.0,9.1,62.7,CR_REGIONAL_DEFAULT
MKD,North Macedonia,North Macedonia,Europe & Central Asia,Upper middle income,2019,17.622422,-43.67,-43.67,12798497.421602191,12.798,1025184176.80974,0.78,REGIONAL_DEFAULT,83295.0,15.4,62.7,CR_REGIONAL_DEFAULT
MKD,North Macedonia,North Macedonia,Europe & Central Asia,Upper middle income,2020,34.142653,93.75,9.13,6825169.844496973,6.825,1059224581.70824,0.78,REGIONAL_DEFAULT,83295.0,8.2,62.1,CR_REGIONAL_DEFAULT
MKD,North Macedonia,North Macedonia,Europe & Central Asia,Upper middle income,2021,23.93779,-29.89,-23.48,9196634.911030907,9.197,1000668724.70042,0.78,REGIONAL_DEFAULT,83295.0,11.0,59.0,CR_REGIONAL_DEFAULT
MKD,North Macedonia,North Macedonia,Europe & Central Asia,Upper middle income,2022,86.051825,259.48,175.06,2593070.70436103,2.593,1014265756.2711,0.78,REGIONAL_DEFAULT,83295.0,3.1,64.4,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
MKD,North Macedonia,North Macedonia,Europe & Central Asia,Upper middle income,2023,55.309508,-35.73,76.79,3929547.833051173,3.93,987915260.158921,0.78,REGIONAL_DEFAULT,83295.0,4.7,57.8,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
MKD,North Macedonia,North Macedonia,Europe & Central Asia,Upper middle income,2024,37.037868,-33.04,18.39,6124944.890459263,6.125,1031158628.9677,0.78,REGIONAL_DEFAULT,83295.0,7.4,63.0,CR_REGIONAL_DEFAULT
MKD,North Macedonia,North Macedonia,Europe & Central Asia,Upper middle income,2025,,,,21975153.159840863,21.975,,0.78,REGIONAL_DEFAULT,83295.0,26.4,61.5,"MISSING_GVA,CR_REGIONAL_DEFAULT"
MLI,Mali,Mali,Sub-Saharan Africa ,Low income,2018,4.736792,,0.0,279476267.99837875,279.476,6619104230.56474,0.8,GLOBAL_DEFAULT,490349.0,57.0,80.1,CR_GLOBAL_DEFAULT
MLI,Mali,Mali,Sub-Saharan Africa ,Low income,2019,3.85444,-18.63,-18.63,342861747.3627861,342.862,6607699657.62702,0.8,GLOBAL_DEFAULT,490349.0,69.9,93.0,CR_GLOBAL_DEFAULT
MLI,Mali,Mali,Sub-Saharan Africa ,Low income,2020,3.950311,2.49,-16.6,338381290.2711215,338.381,6683557220.9578,0.8,GLOBAL_DEFAULT,490349.0,69.0,96.3,CR_GLOBAL_DEFAULT
MLI,Mali,Mali,Sub-Saharan Africa ,Low income,2021,3.981173,0.78,-15.95,370162129.30497247,370.162,7368396707.72045,0.8,GLOBAL_DEFAULT,490349.0,75.5,100.0,CR_GLOBAL_DEFAULT
MLI,Mali,Mali,Sub-Saharan Africa ,Low income,2022,4.421249,11.05,-6.66,333596203.88835603,333.596,7374559453.94587,0.8,GLOBAL_DEFAULT,490349.0,68.0,96.0,CR_GLOBAL_DEFAULT
MLI,Mali,Mali,Sub-Saharan Africa ,Low income,2023,4.284195,-3.1,-9.55,373148284.5023401,373.148,7993199769.12583,0.8,GLOBAL_DEFAULT,490349.0,76.1,101.6,CR_GLOBAL_DEFAULT
MLI,Mali,Mali,Sub-Saharan Africa ,Low income,2024,5.501247,28.41,16.14,323914868.12430066,323.915,8909677884.2033,0.8,GLOBAL_DEFAULT,490349.0,66.1,98.7,CR_GLOBAL_DEFAULT
MLI,Mali,Mali,Sub-Saharan Africa ,Low income,2025,,,,388813128.1334648,388.813,,0.8,GLOBAL_DEFAULT,490349.0,79.3,111.3,"MISSING_GVA,CR_GLOBAL_DEFAULT"
MLT,Malta,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,2018,,,,1258.8774477080526,0.001,100458557.831746,0.8,GLOBAL_DEFAULT,27.5,4.6,24.7,"CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
MLT,Malta,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,2019,,,,1553.3943472073192,0.002,77099789.2045873,0.8,GLOBAL_DEFAULT,27.5,5.7,27.5,"CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
MLT,Malta,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,2020,,,,1716.6469839503898,0.002,128878333.119662,0.8,GLOBAL_DEFAULT,27.5,6.2,22.2,"CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
MLT,Malta,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,2021,,,,1339.201416057048,0.001,174076542.819289,0.8,GLOBAL_DEFAULT,27.5,4.9,22.8,"CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
MLT,Malta,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,2022,,,,1871.642792902864,0.002,158873713.151439,0.8,GLOBAL_DEFAULT,27.5,6.8,23.0,"CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
MLT,Malta,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,2023,,,,2638.989728045346,0.003,12065187.2694229,0.8,GLOBAL_DEFAULT,27.5,9.6,21.5,"CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
MLT,Malta,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,2024,,,,1687.064257065549,0.002,56202176.0293144,0.8,GLOBAL_DEFAULT,27.5,6.1,21.8,"CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
MLT,Malta,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,2025,,,,2508.8817187268965,0.003,,0.8,GLOBAL_DEFAULT,27.5,9.1,28.7,"MISSING_GVA,CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
MMR,Myanmar,Myanmar,East Asia & Pacific,Lower middle income,2018,3.362099,,0.0,1247605803.2124803,1247.606,14980620414.4397,0.72,REGIONAL_DEFAULT,3547921.8,35.2,78.2,CR_REGIONAL_DEFAULT
MMR,Myanmar,Myanmar,East Asia & Pacific,Lower middle income,2019,3.198637,-4.86,-4.86,1369537456.049946,1369.537,15645187877.5334,0.72,REGIONAL_DEFAULT,3547921.8,38.6,81.2,CR_REGIONAL_DEFAULT
MMR,Myanmar,Myanmar,East Asia & Pacific,Lower middle income,2020,4.4817,40.11,33.3,1106586655.601138,1106.587,17712106109.1379,0.72,REGIONAL_DEFAULT,3547921.8,31.2,72.7,CR_REGIONAL_DEFAULT
MMR,Myanmar,Myanmar,East Asia & Pacific,Lower middle income,2021,3.960055,-11.64,17.79,1068861656.5439308,1068.862,15116967093.7884,0.72,REGIONAL_DEFAULT,3547921.8,30.1,80.1,CR_REGIONAL_DEFAULT
MMR,Myanmar,Myanmar,East Asia & Pacific,Lower middle income,2022,3.85692,-2.6,14.72,1009372343.6142768,1009.372,13903814098.9144,0.72,REGIONAL_DEFAULT,3547921.8,28.4,82.5,CR_REGIONAL_DEFAULT
MMR,Myanmar,Myanmar,East Asia & Pacific,Lower middle income,2023,3.599881,-6.66,7.07,1179836273.5771153,1179.836,15168820380.9524,0.72,REGIONAL_DEFAULT,3547921.8,33.3,73.6,CR_REGIONAL_DEFAULT
MMR,Myanmar,Myanmar,East Asia & Pacific,Lower middle income,2024,3.858158,7.17,14.75,1119920141.1903615,1119.92,15431530794.9173,0.72,REGIONAL_DEFAULT,3547921.8,31.6,71.8,CR_REGIONAL_DEFAULT
MMR,Myanmar,Myanmar,East Asia & Pacific,Lower middle income,2025,,,,1028145216.4909906,1028.145,,0.72,REGIONAL_DEFAULT,3547921.8,29.0,81.1,"MISSING_GVA,CR_REGIONAL_DEFAULT"
MNE,Montenegro,Montenegro,Europe & Central Asia,Upper middle income,2018,51.644319,,0.0,932098.1927023446,0.932,218807165.556767,0.78,REGIONAL_DEFAULT,30892.7,3.0,64.4,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
MNE,Montenegro,Montenegro,Europe & Central Asia,Upper middle income,2019,11.270445,-78.18,-78.18,3964160.560805708,3.964,203081159.744767,0.78,REGIONAL_DEFAULT,30892.7,12.8,64.1,CR_REGIONAL_DEFAULT
MNE,Montenegro,Montenegro,Europe & Central Asia,Upper middle income,2020,17.735423,57.36,-65.66,2451488.079879808,2.451,197628080.572096,0.78,REGIONAL_DEFAULT,30892.7,7.9,60.9,CR_REGIONAL_DEFAULT
MNE,Montenegro,Montenegro,Europe & Central Asia,Upper middle income,2021,10.711203,-39.61,-79.26,4511052.028418473,4.511,219630886.574865,0.78,REGIONAL_DEFAULT,30892.7,14.6,61.4,CR_REGIONAL_DEFAULT
MNE,Montenegro,Montenegro,Europe & Central Asia,Upper middle income,2022,28.450064,165.61,-44.91,1932005.8159722988,1.932,249844045.110188,0.78,REGIONAL_DEFAULT,30892.7,6.3,63.9,CR_REGIONAL_DEFAULT
MNE,Montenegro,Montenegro,Europe & Central Asia,Upper middle income,2023,,,,12907.721521789894,0.013,288135631.711564,0.78,REGIONAL_DEFAULT,30892.7,0.0,60.7,"CR_REGIONAL_DEFAULT,ZERO_VETB"
MNE,Montenegro,Montenegro,Europe & Central Asia,Upper middle income,2024,164.518268,,218.56,386339.1636444422,0.386,288908409.755,0.78,REGIONAL_DEFAULT,30892.7,1.3,67.4,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
MNE,Montenegro,Montenegro,Europe & Central Asia,Upper middle income,2025,,,,2498764.7830381137,2.499,,0.78,REGIONAL_DEFAULT,30892.7,8.1,66.8,"MISSING_GVA,CR_REGIONAL_DEFAULT"
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2018,257.531921,,0.0,1637381.9281092586,1.637,1505993260.21699,0.72,REGIONAL_DEFAULT,99162.9,1.7,14.1,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2019,272.641944,5.87,5.87,1686340.319692185,1.686,1642025365.8847,0.72,REGIONAL_DEFAULT,99162.9,1.7,14.9,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2020,413.586714,51.7,60.6,1168587.6260610668,1.169,1726115415.79753,0.72,REGIONAL_DEFAULT,99162.9,1.2,15.5,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2021,381.273494,-7.81,48.05,1477707.4077198722,1.478,2012180953.80625,0.72,REGIONAL_DEFAULT,99162.9,1.5,20.0,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2022,350.728728,-8.01,36.19,1783340.7034935064,1.783,2233817198.74587,0.72,REGIONAL_DEFAULT,99162.9,1.8,18.3,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2023,346.126404,-1.31,34.4,1631152.2923555265,1.631,2016374564.74562,0.72,REGIONAL_DEFAULT,99162.9,1.6,18.8,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2024,214.73157,-37.96,-16.62,2262161.9419490583,2.262,1734848516.22436,0.72,REGIONAL_DEFAULT,99162.9,2.3,22.9,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2025,,,,1527210.469817785,1.527,,0.72,REGIONAL_DEFAULT,99162.9,1.5,12.9,"MISSING_GVA,CR_REGIONAL_DEFAULT"
MNP,Northern Mariana Islands,Northern Mariana Islands,East Asia & Pacific,High income,2018,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MNP,Northern Mariana Islands,Northern Mariana Islands,East Asia & Pacific,High income,2019,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MNP,Northern Mariana Islands,Northern Mariana Islands,East Asia & Pacific,High income,2020,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MNP,Northern Mariana Islands,Northern Mariana Islands,East Asia & Pacific,High income,2021,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MNP,Northern Mariana Islands,Northern Mariana Islands,East Asia & Pacific,High income,2022,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MNP,Northern Mariana Islands,Northern Mariana Islands,East Asia & Pacific,High income,2023,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MNP,Northern Mariana Islands,Northern Mariana Islands,East Asia & Pacific,High income,2024,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MNP,Northern Mariana Islands,Northern Mariana Islands,East Asia & Pacific,High income,2025,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MOZ,Mozambique,Mozambique,Sub-Saharan Africa ,Low income,2018,7.031434,,0.0,60007669.39515367,60.008,3835817890.29405,0.89,COUNTRY_FIXED,265570.5,22.6,86.5,CR_COUNTRY_FIXED
MOZ,Mozambique,Mozambique,Sub-Saharan Africa ,Low income,2019,5.98715,-14.85,-14.85,70596599.7758197,70.597,3842476569.27963,0.89,COUNTRY_FIXED,265570.5,26.6,86.2,CR_COUNTRY_FIXED
MOZ,Mozambique,Mozambique,Sub-Saharan Africa ,Low income,2020,6.675714,11.5,-5.06,63055995.48778427,63.056,3826762008.20557,0.89,COUNTRY_FIXED,265570.5,23.7,81.6,CR_COUNTRY_FIXED
MOZ,Mozambique,Mozambique,Sub-Saharan Africa ,Low income,2021,6.755014,1.19,-3.93,70809114.99861066,70.809,4348332449.40044,0.89,COUNTRY_FIXED,265570.5,26.7,82.0,CR_COUNTRY_FIXED
MOZ,Mozambique,Mozambique,Sub-Saharan Africa ,Low income,2022,8.629392,27.75,22.73,61716384.84593248,61.716,4841589834.85775,0.89,COUNTRY_FIXED,265570.5,23.2,82.7,CR_COUNTRY_FIXED
MOZ,Mozambique,Mozambique,Sub-Saharan Africa ,Low income,2023,9.593861,11.18,36.44,60859899.12611943,60.86,5308012795.26245,0.89,COUNTRY_FIXED,265570.5,22.9,83.0,CR_COUNTRY_FIXED
MOZ,Mozambique,Mozambique,Sub-Saharan Africa ,Low income,2024,10.857042,13.17,54.41,58018788.78920434,58.019,5726476571.47328,0.89,COUNTRY_FIXED,265570.5,21.8,87.0,CR_COUNTRY_FIXED
MOZ,Mozambique,Mozambique,Sub-Saharan Africa ,Low income,2025,,,,67404641.21515337,67.405,,0.89,COUNTRY_FIXED,265570.5,25.4,86.7,"MISSING_GVA,CR_COUNTRY_FIXED"
MRT,Mauritania,Mauritania,Sub-Saharan Africa ,Lower middle income,2018,25.149261,,0.0,14059582.600816472,14.06,1767940578.79616,0.8,GLOBAL_DEFAULT,37053.0,37.9,46.3,CR_GLOBAL_DEFAULT
MRT,Mauritania,Mauritania,Sub-Saharan Africa ,Lower middle income,2019,21.842468,-13.15,-13.15,14427196.714712529,14.427,1575627895.93793,0.8,GLOBAL_DEFAULT,37053.0,38.9,47.1,CR_GLOBAL_DEFAULT
MRT,Mauritania,Mauritania,Sub-Saharan Africa ,Lower middle income,2020,20.243094,-7.32,-19.51,15631280.660733731,15.631,1582127397.47572,0.8,GLOBAL_DEFAULT,37053.0,42.2,54.9,CR_GLOBAL_DEFAULT
MRT,Mauritania,Mauritania,Sub-Saharan Africa ,Lower middle income,2021,21.828414,7.83,-13.2,16180606.365297664,16.181,1765984857.80557,0.8,GLOBAL_DEFAULT,37053.0,43.7,51.4,CR_GLOBAL_DEFAULT
MRT,Mauritania,Mauritania,Sub-Saharan Africa ,Lower middle income,2022,25.741476,17.93,2.35,15765806.230950229,15.766,2029175578.71937,0.8,GLOBAL_DEFAULT,37053.0,42.5,52.0,CR_GLOBAL_DEFAULT
MRT,Mauritania,Mauritania,Sub-Saharan Africa ,Lower middle income,2023,26.85368,4.32,6.78,15308402.325972762,15.308,2055434699.29034,0.8,GLOBAL_DEFAULT,37053.0,41.3,48.5,CR_GLOBAL_DEFAULT
MRT,Mauritania,Mauritania,Sub-Saharan Africa ,Lower middle income,2024,26.481753,-1.39,5.3,15925239.983590849,15.925,2108641383.22711,0.8,GLOBAL_DEFAULT,37053.0,43.0,50.6,CR_GLOBAL_DEFAULT
MRT,Mauritania,Mauritania,Sub-Saharan Africa ,Lower middle income,2025,,,,17905638.676701605,17.906,,0.8,GLOBAL_DEFAULT,37053.0,48.3,58.6,"MISSING_GVA,CR_GLOBAL_DEFAULT"
MSR,,,,,2018,,,,8794.417864981275,0.009,,,,73.7,11.9,92.2,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
MSR,,,,,2019,,,,10192.522853751509,0.01,,,,73.7,13.8,96.4,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
MSR,,,,,2020,,,,14463.153173637857,0.014,,,,73.7,19.6,91.2,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
MSR,,,,,2021,,,,13246.048830381256,0.013,,,,73.7,18.0,95.0,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
MSR,,,,,2022,,,,13466.913175243728,0.013,,,,73.7,18.3,91.4,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
MSR,,,,,2023,,,,13673.388877046278,0.014,,,,73.7,18.6,90.3,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
MSR,,,,,2024,,,,11483.51347513674,0.011,,,,73.7,15.6,103.8,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
MSR,,,,,2025,,,,12287.083022818651,0.012,,,,73.7,16.7,108.9,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
MTQ,,,,,2018,,,,251857.27369158543,0.252,,,,8282.0,3.0,108.4,"MISSING_GVA,MISSING_CR"
MTQ,,,,,2019,,,,260079.8758354169,0.26,,,,8282.0,3.1,104.8,"MISSING_GVA,MISSING_CR"
MTQ,,,,,2020,,,,295420.1907172451,0.295,,,,8282.0,3.6,100.4,"MISSING_GVA,MISSING_CR"
MTQ,,,,,2021,,,,292226.6652172652,0.292,,,,8282.0,3.5,105.8,"MISSING_GVA,MISSING_CR"
MTQ,,,,,2022,,,,203720.4397739189,0.204,,,,8282.0,2.5,102.5,"MISSING_GVA,MISSING_CR"
MTQ,,,,,2023,,,,193911.23499898755,0.194,,,,8282.0,2.3,101.8,"MISSING_GVA,MISSING_CR"
MTQ,,,,,2024,,,,223170.65039942568,0.223,,,,8282.0,2.7,100.4,"MISSING_GVA,MISSING_CR"
MTQ,,,,,2025,,,,197651.41977759716,0.198,,,,8282.0,2.4,106.2,"MISSING_GVA,MISSING_CR"
MUS,Mauritius,Mauritius,Sub-Saharan Africa ,Upper middle income,2018,,,,0.0,0.0,377817200.245179,0.8,GLOBAL_DEFAULT,0.0,,,"CR_GLOBAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MUS,Mauritius,Mauritius,Sub-Saharan Africa ,Upper middle income,2019,,,,0.0,0.0,390826768.036561,0.8,GLOBAL_DEFAULT,0.0,,,"CR_GLOBAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MUS,Mauritius,Mauritius,Sub-Saharan Africa ,Upper middle income,2020,,,,0.0,0.0,358426919.831337,0.8,GLOBAL_DEFAULT,0.0,,,"CR_GLOBAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MUS,Mauritius,Mauritius,Sub-Saharan Africa ,Upper middle income,2021,,,,0.0,0.0,376713755.566308,0.8,GLOBAL_DEFAULT,0.0,,,"CR_GLOBAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MUS,Mauritius,Mauritius,Sub-Saharan Africa ,Upper middle income,2022,,,,0.0,0.0,459907735.537209,0.8,GLOBAL_DEFAULT,0.0,,,"CR_GLOBAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MUS,Mauritius,Mauritius,Sub-Saharan Africa ,Upper middle income,2023,,,,0.0,0.0,564669029.30321,0.8,GLOBAL_DEFAULT,0.0,,,"CR_GLOBAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MUS,Mauritius,Mauritius,Sub-Saharan Africa ,Upper middle income,2024,,,,0.0,0.0,632192296.940569,0.8,GLOBAL_DEFAULT,0.0,,,"CR_GLOBAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MUS,Mauritius,Mauritius,Sub-Saharan Africa ,Upper middle income,2025,,,,0.0,0.0,,0.8,GLOBAL_DEFAULT,0.0,,,"MISSING_GVA,CR_GLOBAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
MWI,Malawi,Malawi,Sub-Saharan Africa ,Low income,2018,8.962688,,0.0,47689523.74207066,47.69,2137131580.89992,0.8,GLOBAL_DEFAULT,160571.0,29.7,89.9,CR_GLOBAL_DEFAULT
MWI,Malawi,Malawi,Sub-Saharan Africa ,Low income,2019,9.763792,8.94,8.94,51949341.68054899,51.949,2536112758.64028,0.8,GLOBAL_DEFAULT,160571.0,32.4,88.7,CR_GLOBAL_DEFAULT
MWI,Malawi,Malawi,Sub-Saharan Africa ,Low income,2020,11.277551,15.5,25.83,52211603.92217498,52.212,2944095091.86063,0.8,GLOBAL_DEFAULT,160571.0,32.5,89.6,CR_GLOBAL_DEFAULT
MWI,Malawi,Malawi,Sub-Saharan Africa ,Low income,2021,13.124236,16.37,46.43,48162563.621249296,48.163,3160484184.97266,0.8,GLOBAL_DEFAULT,160571.0,30.0,88.7,CR_GLOBAL_DEFAULT
MWI,Malawi,Malawi,Sub-Saharan Africa ,Low income,2022,12.445188,-5.17,38.86,55123575.16542196,55.124,3430116261.38444,0.8,GLOBAL_DEFAULT,160571.0,34.3,83.6,CR_GLOBAL_DEFAULT
MWI,Malawi,Malawi,Sub-Saharan Africa ,Low income,2023,15.697006,26.13,75.14,49155981.5553534,49.156,3858008634.45236,0.8,GLOBAL_DEFAULT,160571.0,30.6,87.0,CR_GLOBAL_DEFAULT
MWI,Malawi,Malawi,Sub-Saharan Africa ,Low income,2024,17.337122,10.45,93.44,41480521.89201863,41.481,3595764243.28878,0.8,GLOBAL_DEFAULT,160571.0,25.8,94.7,CR_GLOBAL_DEFAULT
MWI,Malawi,Malawi,Sub-Saharan Africa ,Low income,2025,,,,51225119.32465945,51.225,,0.8,GLOBAL_DEFAULT,160571.0,31.9,90.6,"MISSING_GVA,CR_GLOBAL_DEFAULT"
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2018,,,,5279765.10907058,5.28,26952422350.7049,0.72,REGIONAL_DEFAULT,711381.1,0.7,103.5,"CR_REGIONAL_DEFAULT,ZERO_VETB"
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2019,522.241752,,,14177775.537909675,14.178,26443665494.2583,0.72,REGIONAL_DEFAULT,711381.1,2.0,111.8,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2020,,,,3623216.86902503,3.623,27556572146.6156,0.72,REGIONAL_DEFAULT,711381.1,0.5,106.2,"CR_REGIONAL_DEFAULT,ZERO_VETB"
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2021,374.953663,,,26701883.654014792,26.702,35757032441.3064,0.72,REGIONAL_DEFAULT,711381.1,3.8,103.9,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2022,,,,1096247.3018792989,1.096,36549156842.554,0.72,REGIONAL_DEFAULT,711381.1,0.2,105.2,"CR_REGIONAL_DEFAULT,ZERO_VETB"
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2023,,,,336788.4606839367,0.337,31057309494.7774,0.72,REGIONAL_DEFAULT,711381.1,0.0,103.2,"CR_REGIONAL_DEFAULT,ZERO_VETB"
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2024,1062.725854,,,9042561.74822871,9.043,34320586273.8363,0.72,REGIONAL_DEFAULT,711381.1,1.3,107.1,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2025,,,,61054.07981966962,0.061,,0.72,REGIONAL_DEFAULT,711381.1,0.0,110.9,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB"
MYT,,,,,2018,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
MYT,,,,,2019,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
MYT,,,,,2020,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
MYT,,,,,2021,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
MYT,,,,,2022,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
MYT,,,,,2023,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
MYT,,,,,2024,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
MYT,,,,,2025,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
NAM,Namibia,Namibia,Sub-Saharan Africa ,Lower middle income,2018,21.500827,,0.0,9886689.080228169,9.887,1062859955.10635,0.8,GLOBAL_DEFAULT,14268.9,69.3,87.8,CR_GLOBAL_DEFAULT
NAM,Namibia,Namibia,Sub-Saharan Africa ,Lower middle income,2019,17.997528,-16.29,-16.29,9873214.547624083,9.873,888467283.574652,0.8,GLOBAL_DEFAULT,14268.9,69.2,83.0,CR_GLOBAL_DEFAULT
NAM,Namibia,Namibia,Sub-Saharan Africa ,Lower middle income,2020,23.377597,29.89,8.73,8292370.872128426,8.292,969278539.915559,0.8,GLOBAL_DEFAULT,14268.9,58.1,79.7,CR_GLOBAL_DEFAULT
