m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
840,Geography and population,Land use,Cultivated area (arable land + permanent crops),United States of America,2022,154739.6148,1000 ha,X,false
858,Geography and population,Land use,Cultivated area (arable land + permanent crops),Uruguay,2018,2190.8,1000 ha,X,false
858,Geography and population,Land use,Cultivated area (arable land + permanent crops),Uruguay,2019,2127.3,1000 ha,X,false
858,Geography and population,Land use,Cultivated area (arable land + permanent crops),Uruguay,2020,2063.4,1000 ha,X,false
858,Geography and population,Land use,Cultivated area (arable land + permanent crops),Uruguay,2021,2070,1000 ha,X,false
858,Geography and population,Land use,Cultivated area (arable land + permanent crops),Uruguay,2022,2154.485,1000 ha,X,false
860,Geography and population,Land use,Cultivated area (arable land + permanent crops),Uzbekistan,2018,4417.8,1000 ha,X,false
860,Geography and population,Land use,Cultivated area (arable land + permanent crops),Uzbekistan,2019,4437.3,1000 ha,X,false
860,Geography and population,Land use,Cultivated area (arable land + permanent crops),Uzbekistan,2020,4438.2,1000 ha,X,false
860,Geography and population,Land use,Cultivated area (arable land + permanent crops),Uzbekistan,2021,4437.5,1000 ha,X,false
860,Geography and population,Land use,Cultivated area (arable land + permanent crops),Uzbekistan,2022,4437.5,1000 ha,X,false
548,Geography and population,Land use,Cultivated area (arable land + permanent crops),Vanuatu,2018,145,1000 ha,X,false
548,Geography and population,Land use,Cultivated area (arable land + permanent crops),Vanuatu,2019,145,1000 ha,X,false
548,Geography and population,Land use,Cultivated area (arable land + permanent crops),Vanuatu,2020,145,1000 ha,X,false
548,Geography and population,Land use,Cultivated area (arable land + permanent crops),Vanuatu,2021,145,1000 ha,X,false
548,Geography and population,Land use,Cultivated area (arable land + permanent crops),Vanuatu,2022,145,1000 ha,X,false
862,Geography and population,Land use,Cultivated area (arable land + permanent crops),Venezuela (Bolivarian Republic of),2018,3300,1000 ha,X,false
862,Geography and population,Land use,Cultivated area (arable land + permanent crops),Venezuela (Bolivarian Republic of),2019,3300,1000 ha,X,false
862,Geography and population,Land use,Cultivated area (arable land + permanent crops),Venezuela (Bolivarian Republic of),2020,3300,1000 ha,X,false
862,Geography and population,Land use,Cultivated area (arable land + permanent crops),Venezuela (Bolivarian Republic of),2021,3300,1000 ha,X,false
862,Geography and population,Land use,Cultivated area (arable land + permanent crops),Venezuela (Bolivarian Republic of),2022,3300,1000 ha,X,false
704,Geography and population,Land use,Cultivated area (arable land + permanent crops),Viet Nam,2018,11498.5,1000 ha,X,false
704,Geography and population,Land use,Cultivated area (arable land + permanent crops),Viet Nam,2019,11746,1000 ha,X,false
704,Geography and population,Land use,Cultivated area (arable land + permanent crops),Viet Nam,2020,11718,1000 ha,X,false
704,Geography and population,Land use,Cultivated area (arable land + permanent crops),Viet Nam,2021,11718,1000 ha,X,false
704,Geography and population,Land use,Cultivated area (arable land + permanent crops),Viet Nam,2022,11673,1000 ha,X,false
145,Geography and population,Land use,Cultivated area (arable land + permanent crops),Western Asia,2018,44162.3673,1000 ha,E,true
145,Geography and population,Land use,Cultivated area (arable land + permanent crops),Western Asia,2019,44124.5903,1000 ha,E,true
145,Geography and population,Land use,Cultivated area (arable land + permanent crops),Western Asia,2020,44211.5586,1000 ha,E,true
145,Geography and population,Land use,Cultivated area (arable land + permanent crops),Western Asia,2021,44400.2635,1000 ha,E,true
145,Geography and population,Land use,Cultivated area (arable land + permanent crops),Western Asia,2022,44705.8354,1000 ha,E,true
1,Geography and population,Land use,Cultivated area (arable land + permanent crops),World,2018,1567149.6406,1000 ha,E,true
1,Geography and population,Land use,Cultivated area (arable land + permanent crops),World,2019,1566143.1336,1000 ha,E,true
1,Geography and population,Land use,Cultivated area (arable land + permanent crops),World,2020,1569858.5996,1000 ha,E,true
1,Geography and population,Land use,Cultivated area (arable land + permanent crops),World,2021,1573604.4127,1000 ha,E,true
1,Geography and population,Land use,Cultivated area (arable land + permanent crops),World,2022,1573344.4225,1000 ha,E,true
887,Geography and population,Land use,Cultivated area (arable land + permanent crops),Yemen,2018,1452,1000 ha,X,false
887,Geography and population,Land use,Cultivated area (arable land + permanent crops),Yemen,2019,1452,1000 ha,X,false
887,Geography and population,Land use,Cultivated area (arable land + permanent crops),Yemen,2020,1452,1000 ha,X,false
887,Geography and population,Land use,Cultivated area (arable land + permanent crops),Yemen,2021,1452,1000 ha,X,false
887,Geography and population,Land use,Cultivated area (arable land + permanent crops),Yemen,2022,1452,1000 ha,X,false
894,Geography and population,Land use,Cultivated area (arable land + permanent crops),Zambia,2018,3839,1000 ha,X,false
894,Geography and population,Land use,Cultivated area (arable land + permanent crops),Zambia,2019,3839,1000 ha,X,false
894,Geography and population,Land use,Cultivated area (arable land + permanent crops),Zambia,2020,3839,1000 ha,X,false
894,Geography and population,Land use,Cultivated area (arable land + permanent crops),Zambia,2021,3839,1000 ha,X,false
894,Geography and population,Land use,Cultivated area (arable land + permanent crops),Zambia,2022,3839,1000 ha,X,false
716,Geography and population,Land use,Cultivated area (arable land + permanent crops),Zimbabwe,2018,3367.6304,1000 ha,X,false
716,Geography and population,Land use,Cultivated area (arable land + permanent crops),Zimbabwe,2019,3187.6768,1000 ha,X,false
716,Geography and population,Land use,Cultivated area (arable land + permanent crops),Zimbabwe,2020,3278.8634,1000 ha,X,false
716,Geography and population,Land use,Cultivated area (arable land + permanent crops),Zimbabwe,2021,3136.4378,1000 ha,X,false
716,Geography and population,Land use,Cultivated area (arable land + permanent crops),Zimbabwe,2022,3176.4297,1000 ha,X,false
4,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Afghanistan,2018,3208,1000 ha,I,false
4,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Afghanistan,2019,3208,1000 ha,I,false
4,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Afghanistan,2020,3208,1000 ha,I,false
4,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Afghanistan,2021,3208,1000 ha,I,false
4,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Afghanistan,2022,3208,1000 ha,I,false
8,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Albania,2018,355.5,1000 ha,A,false
8,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Albania,2019,356.7,1000 ha,A,false
8,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Albania,2020,359.5,1000 ha,A,false
8,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Albania,2021,361.2,1000 ha,A,false
8,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Albania,2022,358.1,1000 ha,A,false
12,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Algeria,2018,1365,1000 ha,E,false
12,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Algeria,2019,1365,1000 ha,E,false
12,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Algeria,2020,1365,1000 ha,E,false
12,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Algeria,2021,1365,1000 ha,E,false
12,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Algeria,2022,1365,1000 ha,E,false
20,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Andorra,2018,0.15,1000 ha,I,false
20,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Andorra,2019,0.15,1000 ha,I,false
20,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Andorra,2020,0.15,1000 ha,I,false
20,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Andorra,2021,0.15,1000 ha,I,false
20,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Andorra,2022,0.15,1000 ha,I,false
24,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Angola,2018,85.53,1000 ha,I,false
24,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Angola,2019,85.53,1000 ha,I,false
24,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Angola,2020,85.53,1000 ha,I,false
24,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Angola,2021,85.53,1000 ha,I,false
24,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Angola,2022,85.53,1000 ha,I,false
28,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Antigua and Barbuda,2018,0.3845,1000 ha,I,false
28,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Antigua and Barbuda,2019,0.3845,1000 ha,I,false
28,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Antigua and Barbuda,2020,0.3845,1000 ha,I,false
28,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Antigua and Barbuda,2021,0.3845,1000 ha,I,false
28,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Antigua and Barbuda,2022,0.3845,1000 ha,I,false
32,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Argentina,2018,1095.8161,1000 ha,E,false
32,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Argentina,2019,1095.8161,1000 ha,I,false
32,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Argentina,2020,1095.8161,1000 ha,I,false
32,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Argentina,2021,1095.8161,1000 ha,I,false
32,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Argentina,2022,1095.8161,1000 ha,I,false
51,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Armenia,2018,154.9,1000 ha,A,false
51,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Armenia,2019,155.2,1000 ha,A,false
51,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Armenia,2020,155.39,1000 ha,A,false
51,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Armenia,2021,155.8,1000 ha,A,false
51,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Armenia,2022,155.8,1000 ha,I,false
36,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Australia,2018,2298.2,1000 ha,E,false
36,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Australia,2019,1954.8,1000 ha,E,false
36,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Australia,2020,1520.9,1000 ha,E,false
36,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Australia,2021,1944.9,1000 ha,E,false
36,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Australia,2022,1976.2,1000 ha,E,false
53,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Australia and New Zealand,2018,3037.82685,1000 ha,E,true
53,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Australia and New Zealand,2019,2693.962,1000 ha,E,true
53,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Australia and New Zealand,2020,2260.062,1000 ha,E,true
53,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Australia and New Zealand,2021,2684.062,1000 ha,E,true
53,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Australia and New Zealand,2022,2715.362,1000 ha,E,true
40,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Austria,2018,99.76,1000 ha,E,false
40,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Austria,2019,99.76,1000 ha,E,false
40,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Austria,2020,122.347,1000 ha,A,false
40,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Austria,2021,99.76,1000 ha,E,false
40,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Austria,2022,99.76,1000 ha,E,false
31,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Azerbaijan,2018,1449.4,1000 ha,A,false
31,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Azerbaijan,2019,1450.2,1000 ha,A,false
31,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Azerbaijan,2020,1480.2,1000 ha,A,false
31,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Azerbaijan,2021,1484.9,1000 ha,A,false
31,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Azerbaijan,2022,1484.9,1000 ha,A,false
44,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bahamas,2018,1,1000 ha,I,false
44,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bahamas,2019,1,1000 ha,I,false
44,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bahamas,2020,1,1000 ha,I,false
44,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bahamas,2021,1,1000 ha,I,false
44,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bahamas,2022,1,1000 ha,I,false
48,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bahrain,2018,3.73,1000 ha,I,false
48,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bahrain,2019,3.73,1000 ha,I,false
48,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bahrain,2020,3.73,1000 ha,I,false
48,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bahrain,2021,3.73,1000 ha,I,false
48,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bahrain,2022,3.73,1000 ha,I,false
50,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bangladesh,2018,5050,1000 ha,I,false
50,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bangladesh,2019,5050,1000 ha,I,false
50,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bangladesh,2020,5050,1000 ha,I,false
50,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bangladesh,2021,5050,1000 ha,I,false
50,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bangladesh,2022,5050,1000 ha,I,false
52,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Barbados,2018,5.435,1000 ha,I,false
52,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Barbados,2019,5.435,1000 ha,I,false
52,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Barbados,2020,5.435,1000 ha,I,false
52,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Barbados,2021,5.435,1000 ha,I,false
52,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Barbados,2022,5.435,1000 ha,I,false
112,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belarus,2018,30.3,1000 ha,A,false
112,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belarus,2019,30.3,1000 ha,A,false
112,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belarus,2020,30.3,1000 ha,A,false
112,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belarus,2021,28.7,1000 ha,A,false
112,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belarus,2022,26.2,1000 ha,A,false
56,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belgium,2018,24.11,1000 ha,I,false
56,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belgium,2019,24.11,1000 ha,I,false
56,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belgium,2020,24.11,1000 ha,I,false
56,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belgium,2021,24.11,1000 ha,I,false
56,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belgium,2022,24.11,1000 ha,I,false
84,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belize,2018,3.548,1000 ha,I,false
84,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belize,2019,3.548,1000 ha,I,false
84,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belize,2020,3.548,1000 ha,I,false
84,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belize,2021,3.548,1000 ha,I,false
84,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Belize,2022,3.548,1000 ha,I,false
204,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Benin,2018,24.325,1000 ha,E,false
204,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Benin,2019,24.325,1000 ha,E,false
204,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Benin,2020,24.325,1000 ha,E,false
204,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Benin,2021,24.325,1000 ha,E,false
204,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Benin,2022,24.325,1000 ha,E,false
64,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bhutan,2018,27.68,1000 ha,E,false
64,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bhutan,2019,27.68,1000 ha,E,false
64,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bhutan,2020,27.68,1000 ha,E,false
64,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bhutan,2021,27.68,1000 ha,E,false
64,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bhutan,2022,27.68,1000 ha,E,false
68,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bolivia (Plurinational State of),2018,473.316,1000 ha,A,false
68,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bolivia (Plurinational State of),2019,502.91,1000 ha,A,false
68,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bolivia (Plurinational State of),2020,519.697,1000 ha,A,false
68,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bolivia (Plurinational State of),2021,541.558,1000 ha,A,false
68,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bolivia (Plurinational State of),2022,546.539,1000 ha,A,false
70,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bosnia and Herzegovina,2018,3,1000 ha,I,false
70,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bosnia and Herzegovina,2019,3,1000 ha,I,false
70,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bosnia and Herzegovina,2020,3,1000 ha,I,false
70,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bosnia and Herzegovina,2021,3,1000 ha,I,false
70,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bosnia and Herzegovina,2022,3,1000 ha,I,false
72,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Botswana,2018,3.75,1000 ha,E,false
72,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Botswana,2019,3.75,1000 ha,E,false
72,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Botswana,2020,3.94,1000 ha,A,false
72,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Botswana,2021,3.44386,1000 ha,A,false
72,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Botswana,2022,3.75,1000 ha,E,false
76,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Brazil,2018,5082,1000 ha,A,false
76,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Brazil,2019,5291,1000 ha,A,false
76,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Brazil,2020,5549,1000 ha,A,false
76,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Brazil,2021,5624,1000 ha,A,false
76,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Brazil,2022,5697,1000 ha,A,false
96,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Brunei Darussalam,2018,1,1000 ha,I,false
96,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Brunei Darussalam,2019,1,1000 ha,I,false
96,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Brunei Darussalam,2020,1,1000 ha,I,false
96,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Brunei Darussalam,2021,1,1000 ha,I,false
96,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Brunei Darussalam,2022,1,1000 ha,I,false
100,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bulgaria,2018,135.895983936,1000 ha,E,false
100,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bulgaria,2019,135.895983936,1000 ha,E,false
100,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bulgaria,2020,121,1000 ha,A,false
100,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bulgaria,2021,135.895983936,1000 ha,E,false
100,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Bulgaria,2022,135.895983936,1000 ha,E,false
854,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Burkina Faso,2018,54.271,1000 ha,I,false
854,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Burkina Faso,2019,54.271,1000 ha,I,false
854,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Burkina Faso,2020,54.271,1000 ha,I,false
854,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Burkina Faso,2021,54.271,1000 ha,I,false
854,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Burkina Faso,2022,54.271,1000 ha,I,false
108,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Burundi,2018,21.43,1000 ha,I,false
108,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Burundi,2019,21.43,1000 ha,I,false
108,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Burundi,2020,21.43,1000 ha,I,false
108,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Burundi,2021,21.43,1000 ha,I,false
108,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Burundi,2022,21.43,1000 ha,I,false
132,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cabo Verde,2018,3.166133333,1000 ha,E,false
132,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cabo Verde,2019,3.7767,1000 ha,A,false
132,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cabo Verde,2020,3.7767,1000 ha,A,false
132,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cabo Verde,2021,3.7767,1000 ha,A,false
132,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cabo Verde,2022,3.7767,1000 ha,A,false
116,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cambodia,2018,269.5,1000 ha,E,false
116,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cambodia,2019,269.5,1000 ha,E,false
116,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cambodia,2020,269.5,1000 ha,E,false
116,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cambodia,2021,269.5,1000 ha,E,false
116,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cambodia,2022,269.5,1000 ha,E,false
120,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cameroon,2018,25.654,1000 ha,I,false
120,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cameroon,2019,25.654,1000 ha,I,false
120,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cameroon,2020,25.654,1000 ha,I,false
120,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cameroon,2021,25.654,1000 ha,I,false
120,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cameroon,2022,25.654,1000 ha,I,false
124,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Canada,2018,1218,1000 ha,I,false
124,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Canada,2019,1218,1000 ha,I,false
124,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Canada,2020,1218,1000 ha,I,false
124,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Canada,2021,1218,1000 ha,I,false
124,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Canada,2022,1218,1000 ha,I,false
140,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central African Republic,2018,0.135,1000 ha,I,false
140,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central African Republic,2019,0.135,1000 ha,I,false
140,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central African Republic,2020,0.135,1000 ha,I,false
140,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central African Republic,2021,0.135,1000 ha,I,false
140,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central African Republic,2022,0.135,1000 ha,I,false
143,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central Asia,2018,9515,1000 ha,E,true
143,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central Asia,2019,9219.5,1000 ha,E,true
143,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central Asia,2020,9144.5,1000 ha,E,true
143,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central Asia,2021,9617.1,1000 ha,E,true
143,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central Asia,2022,9673.3,1000 ha,E,true
62,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central and Southern Asia,2018,118594.68,1000 ha,E,true
62,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central and Southern Asia,2019,118299.18,1000 ha,E,true
62,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central and Southern Asia,2020,118224.18,1000 ha,E,true
62,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central and Southern Asia,2021,118696.78,1000 ha,E,true
62,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Central and Southern Asia,2022,118752.98,1000 ha,E,true
148,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Chad,2018,30.274,1000 ha,I,false
148,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Chad,2019,30.274,1000 ha,I,false
148,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Chad,2020,30.274,1000 ha,I,false
148,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Chad,2021,30.274,1000 ha,I,false
148,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Chad,2022,30.274,1000 ha,I,false
152,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Chile,2018,1108.559,1000 ha,E,false
152,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Chile,2019,1108.559,1000 ha,E,false
152,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Chile,2020,1108.559,1000 ha,E,false
152,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Chile,2021,1108.559,1000 ha,E,false
